text,label
 id rather remember thing id rather hope thing,happy
 time year tunis,happy
 uh huh uh huh want happy youre customer youre important thing okay,happy
 well going take little bit time know need get acclimated know start life make money know comfortable,happy
 youre making easier know im one go youre really helping,happy
 horrible thing hated,neutral
 wan na go get birth certificate um maybe come backi dontmaybe talk person thein front line maybe dont know,happy
 turn please,neutral
 always weak head,neutral
 youve got ta tell,neutral
 told finally happy im supposed,happy
 like youre,happy
 well people downstairs suppose,neutral
 maybe take little break dont think stop,sad
 well okay im going give free phone card use payphone thats u okay,happy
 three two three,neutral
 look need strong cause cant one thats strong right really,happy
 im going mustacheon force,happy
 might like fifty dollar okay garbage like thousand dollar worth stuff suitcase,happy
 dont stupid,sad
 itll beitll better way mean time tell time heals know good okay mean wasnt anybodys fault anything like,happy
 could amazing receptionist,neutral
 going live im going make happy,happy
 im cut receptionist,happy
 yeah well ignore got ignore,happy
 wouldnt work way,neutral
 id rather remember thing would rather hope thing,happy
 theyre away tunis,happy
 yeah sure,happy
 like youre,happy
 theyre away tunis,happy
 father point view still alive try take thats fair cant,neutral
 id rather remember thing would rather hope thing,happy
 tell,neutral
 kissed kissed annie,neutral
 mean big night guy life last orgy,happy
 six four nine four,neutral
 mmhmm,neutral
 better promise,neutral
 manager came found u rolling around floor biting scratching like panther,happy
 supervisor could exact thing im offering,happy
 two day ill san diego hows going get san diego going make sure get san diego airport,happy
 never know give anyone never even give number like unreliable company havent heard anything like right um want definitely want help,happy
 im least bit drunk,happy
 sir dont think name really relevant,sad
 hell,neutral
 think mentioned ive three minute liquor glass brandy whole evening thats hardly enough get child two drunk,happy
 im,happy
 really,neutral
 youre considerate fellow there nothing wrong,happy
 shes larrys girl,neutral
 there there mystery magic little bit unexplainable cant understand could interested,sad
 im worried,happy
 burnt comb towel bathroom,neutral
 know threw window canal dont think ill ever forgive,neutral
 shes larrys girl,neutral
 right wow exciting,happy
 well cant charge mean got thing got,happy
 maam international flight cheap there many reason solely baggage,neutral
 ill go basketball game,neutral
 dancing barefoot sand drinking champagne bottle,neutral
 best friend heather shes got built like little there park prospect park like garden section set,happy
 theyre away tunis,happy
 oh god,sad
 ill thing,happy
 there anything,happy
 thats interesting amanda child four child six child nine get good little conversation going know intemperate tot,happy
 laughter youre probably right probably would pissed sitting around upset hed want u party,happy
 shall never forget face,happy
 thought pregnant bottle champagne glass asked dance took shoe,neutral
 time year tunis,happy
 turn please,neutral
 breathing,happy
 could run men world wont say word long love best,happy
 six four nine four would great thank much,neutral
 see mean cant even think anything,happy
 cool well give call know whenyou get town definitely awesome,happy
 well lost,neutral
 many,neutral
 im scared,happy
 well youre something wrong,happy
 want write letter give address yes angry,neutral
 yes tell brent backersen sent,neutral
 life general,neutral
 send like video stuff start walking,happy
 time year tunis,happy
 cant please try something go ask say would understand youre even willing ask,happy
 ask annie yet,neutral
 really whose fault dont job,sad
 time year tunis,happy
 youve always weak head,neutral
 cindy look dont get as piece paper check,neutral
 dont know every time reach something want pull back might hurt somebody else whole bloody life time time time,happy
 kissed,neutral
 okay well thats cool like,happy
 right confirmed youall right,happy
 perfect okay good sigh,happy
 real,neutral
 remember awful scene venice,neutral
 make much harder deal cause much want know make better see pain like dont know mind,happy
 breathing,happy
 ill never forget face,happy
 big night guy last life last orgy,neutral
 ridiculous utterly utterly ridiculous,neutral
 youre considerate fellow there nothing wrong,happy
 well apparently nobody else go,neutral
 well insist boorish idiotic,neutral
 thewhat,neutral
 course youre worried worried im worried everyones always worried know dontmaybe job yeah good job whatever im happy doesnt mean im going tomorrow next day never know whats going happen something crazy could happen tomorrow something crazy happen tomorrow youll get job never know walk somebody street itll something great youve got positive youre negative time,happy
 totally ice cream,neutral
 oh dont know mean dont know thought know maybe want get coi mean im actually wait live oh youre los angeles see oh suck cause im actually alabama,happy
 hell,neutral
 let let drive someplace want alone,neutral
 well right help,neutral
 dont know start,neutral
 right right,happy
 see much peter burden divorce,neutral
 sure okay alright ive got listen want dance,happy
 yep,neutral
 people,neutral
 yes,neutral
 mixed many thing remember overseas command company,happy
 far father concerned he dead youve right take girl,happy
 yeah yeah yeah,happy
 long row last,neutral
 sheshes larrys girl,neutral
 look could give jobif could give job would mean im position im,happy
 ill thing,happy
 yeah,happy
 thank,neutral
 know like really love really cant imagine spending life anybody else know like know thats right thing know question know dont dont going,happy
 right ear could hear much could feel much hear,happy
 long know,happy
 dont know everytime reach something want pull back might hurt somebody else whole bloody life time time time,happy
 stupid natural phenomenon,neutral
 well burnt hole comb towel bathroom laughter,neutral
 well top head take know take minute like special skill,happy
 tell right away knew youd excited,happy
 absolutely thank much calling hope come u,neutral
 even letter something ashamed,happy
 okay mentioned said three minute liquor glass thats hardly enough get child two drunk,happy
 yeah ever like lived someone else,happy
 kissed,neutral
 wow know thinking changing internet provider really enough change mind,happy
 youre considerate fellow there nothing wrong,happy
 oh ridiculous completely ridiculous,sad
 maybe golf match,neutral
 im,happy
 excited isnt rocket science fish fish nobody even eats,happy
 like larrys brother like chris,happy
 ill never forgive waiting long sit around wonder crazy thinking,neutral
 dont know youre getting excited mean like landing moon something fish fish nobody eats,happy
 thanks,neutral
 yeah yeah woman going south central payphone night oh thats real safe,happy
 contrary child two get violently drunk one glass brandy,happy
 guy awesome together definitely adefinitely good couple see shouldve guessed,happy
 wanted get settled first,happy
 going break,happy
 thank much,neutral
 dancing barefoot sand drinking champagne bottle,neutral
 okay yeah sure see listen wan na dance,happy
 oh shut,sad
 line,neutral
 look im telling dont go,neutral
 oh yeah full time receptionist harvard degree sixteen hundred sat,happy
 turn,neutral
 well really exciting mean couldnt happier right,happy
 many,neutral
 thats best way put,happy
 turn please,neutral
 asked annie yet,neutral
 could speak directly could speak directly superior person,neutral
 turn please,neutral
 particular one,neutral
 dont say,sad
 dont get first time came said best night life,happy
 last year also remember shoe got wet got sand panty got sore throat got big fight nothing didnt see grunions,happy
 dont feel bad well im excited,happy
 went intermittently day,neutral
 yea okay sure see listen want dance,happy
 much younger,neutral
 hell,neutral
 there like mystery there magic like little bit unexplainable cant see youre interested,happy
 well insist boorish idiotic,neutral
 mean fair like dont know people,happy
 must hot,neutral
 dont,sad
 wouldnt work way,neutral
 okay puttputt golfing,happy
 wait minute got,neutral
 right part agreement im paying take belonging,happy
 wait minute ive got,neutral
 record every second record every second want see okay,happy
 like larrys brother like chris,happy
 real,neutral
 umm,neutral
 mother,neutral
 thanks,neutral
 ill thing,happy
 yeah hospital day bed,happy
 wow winner half laughter,neutral
 oh ill never forget face,neutral
 supervisor,neutral
 letter ill make personal phone call,neutral
 uh cant,sad
 yes quite lot,neutral
 youre welcome,happy
 id happy give cup coffee,happy
 airline cant afford give everything suitcase,neutral
 shall thing,happy
 know shell marry maybe feel way father,happy
 even golf match dont even know,neutral
 far away wont,neutral
 oh gee,sad
 oh yeah yeah yeah yeah mean actually lived together awhile back yeah back college little yeah,happy
 hell,neutral
 breathing asked annie yet,happy
 long roue last,neutral
 last year also remember shoe got wet got sand panty got big fight nothing got sore throat see grunions,happy
 get town something mean need need clear head cause seem like youre really frustrated mean need like excited youre rather know upset,happy
 car right passing knickerbocker liquor locker said let get champagne said time wasting something like right course,happy
 hard say goodbye,happy
 much sillier,neutral
 rouser wasnt,neutral
 going thats different anybody else,happy
 okay,happy
 laughter,neutral
 like youre,happy
 wait minute got,neutral
 one bought little painted wooden snake piazza put bed,neutral
 ill thing,happy
 turn driving mad,neutral
 well maybe could help mean youve got job im willing look outside realm could try something else,happy
 oh,sad
 tell breathing,happy
 yes,neutral
 nothing like,happy
 get san diego airport get someone drive place alright get refund somei get free flight alright get free whatever,happy
 larrys girl,neutral
 im sorry ignore ive got ignore girl larrys girl,happy
 cant strong whole year,sad
 alright great nice evening,happy
 im sorry inconvenience,happy
 wanted get settled first,happy
 eh work part,neutral
 rouser wasnt,neutral
 worst one cannes curling iron burnt hole new dressing gown,neutral
 remember awful scene venice,neutral
 thats im saying dont,happy
 much younger,neutral
 okay,happy
 supervisor,neutral
 fine insist completely insolent,neutral
 pull,neutral
 ridiculous completely ridiculous,neutral
 okay great,happy
 matter fact real cause row peter burden,neutral
 working corporate america wow,neutral
 theyll never talk,happy
 first time ever hit,happy
 dancing barefoot sand drinking bottle champagne,neutral
 suppose let kiss good deal,happy
 getting excited mean like like landing moon something mean fish fish nobody eats,happy
 go need know youre waiting believe im coming back,happy
 turn driving mad,neutral
 well boorish idiotic,neutral
 ask annie yet,neutral
 father point view dead chris still think he still alive girl larrys girl,neutral
 yeah suppose going,happy
 went intermittently day,neutral
 right thatthat get taken care get taken care get know investigate make sure um theyre thing souh,happy
 shut,neutral
 yeah thats shes hot getting married,happy
 oh gee,sad
 alright sir sir im going transfer address,happy
 ha ha ha,neutral
 approve approve,neutral
 know cant believe,neutral
 oh thank darling,sad
 yeah want go want go want go,happy
 juggle,neutral
 well need something mean youre going tocan get temporary thing right look something,happy
 well fun,neutral
 make phone call think letter might little impression letter,happy
 attached dont send im going get upset,happy
 like eight year,happy
 thank,neutral
 yeah,happy
 far temperamental try control,neutral
 im thrilled god,happy
 dont get first time came see said best night life last year remember distinctly excited get stubbed toe rushing door didnt even notice car,happy
 well insist boorish idiotic,neutral
 people kansa would get plane ticket make hotel reservation see forty minute away good pas,happy
 see though,neutral
 dont know baby asking hard please try understand,neutral
 mixed many thing remember overseas charge company,happy
 andandand go know already go im telling something dont know go got mean,happy
 well throw ingratuitously,neutral
 wanted get settled first,happy
 horrible youve made much better thank much absolutely,neutral
 remember thinking last last im happy im supposed,happy
 dont know golf usc dont know golf team,neutral
 yeah goodlooking,happy
 drinking champagne bottle,neutral
 car right passing knickerbocker liquor locker said let stop get champagne said time wasting something like right wanted like right,happy
 much sillier,neutral
 know head science club,happy
 yeah,happy
 oh interesting topic child four child six child nine,sad
 know shell marry maybe feel way father,happy
 yeah well much fun,happy
 contrary child two could get violently drunk one glass brandy,happy
 last year remember specifically excited stubbed toe way pushing house didnt even notice got car,happy
 take little time toss werent men,happy
 drink honor laughter,neutral
 right yes maam,happy
 im im sorry chose live um,happy
 kissed,neutral
 youre far temperamental try control,happy
 oh worst one cannes curling iron burnt hole new dressing gown,sad
 yeah sure,happy
 alright thanks,happy
 yeah first time ever hit,happy
 well father point view mean he still alive youve got right take,happy
 talking core cant afford mean,neutral
 cant believe,sad
 absolutely,neutral
 oh didnt know,neutral
 didnt hit hard,neutral
 contrary child two get violently drunk one glass brandy,happy
 kissed,neutral
 well okay garbage,happy
 great well make happy make u happy dsl extreme anything else help,happy
 take lot time toss werent men,happy
 real,neutral
 yeah,happy
 well maybe find something juggling,happy
 well thats end letter think shes forgotten well find well thrash dad right mom dont avoid,happy
 im done cant honey,neutral
 wanted get settled first,happy
 dont get see get see later least know youve got keep right,happy
 excited,happy
 oh mind business,sad
 chris go dont know mean know dont,happy
 want get champagne,happy
 want go get champagne,happy
 oh approve ilaughteri approve,sad
 augie,neutral
 yes sir yes,neutral
 want go get champagne,happy
 youre going transport safely one place another,happy
 yeah totally,happy
 yes,neutral
 well youre considerate fella there nothing wrong,happy
 applies except much look another woman ill kill,neutral
 like larrys brother like chris,happy
 dont know woman volleyball,neutral
 know get get difficult know alright,happy
 much younger,neutral
 thats right thats right mean would want u know celebrate life lived know enjoy rest much,happy
 well know shell marry maybe feel way father,happy
 dont im sorry totally screwed one stop guess,neutral
 im,happy
 glad,neutral
 alright,happy
 great okay,happy
 manager came found rolling floor biting scratching like panther oh dear,neutral
 believe want get married youre boy youre little boy,happy
 charles name charles oh god wiggled beautifully,sad
 dancing barefoot sand drinking bottle champagne,neutral
 matter fact real cause row peter burden,neutral
 breathing,happy
 dancing said softest intimate thing right ear could feel much hear,happy
 even letter something ashamed,happy
 oh god augie,sad
 thats long time,happy
 right fish something fish like swallow turning capistrano lemming jumping cliff know like there there magic mystery little bit unexplainable know cant see could interested,happy
 right,happy
 particular one,neutral
 turn,neutral
 ha ha,neutral
 see eye want go,neutral
 actually wanted something,happy
 yeah god loved kid,happy
 oh god,sad
 suppose two riotous time huh restrain enjoyable never much,happy
 well lost,neutral
 alright know sir customer always right,happy
 well thank much youve helpful,sad
 dancing barefoot sand,neutral
 else told,neutral
 right um thanks asking though mean sound nice know,happy
 uh burned towel bathroom,neutral
 take shoe,neutral
 turn driving mad,neutral
 real,neutral
 turn,neutral
 driving past knickerbocker liquor locker right said let get champagne said timesawasting something like,happy
 cant make effort cant try,sad
 know shell marry maybe feel way father,happy
 well youre considerate fella there nothing wrong,happy
 good day,happy
 work know weyou write could see picture,happy
 didnt choose live work okay yeah work work work,happy
 stop go away hate,sad
 ill send letter every single day,neutral
 dont get first time came said best night life last year remember distinctly excited stuff toe pushing door didnt notice got car,happy
 nothing hey let drive somewhere want alone,happy
 much sillier,neutral
 well thank much youve helpful really appreciate,sad
 ecstatic cant believe youre best friend,neutral
 didnt hit hard,neutral
 god thats like whole problem like mean hey ever,happy
 well thats end letter think shes forgotten,happy
 yeah,happy
 hell,neutral
 oh,sad
 turn driving mad,neutral
 ill go definitely go woman volleyball woman volleyball swimming tennis,happy
 know died id really want cry really upset way think definitely trying supposed,neutral
 hey id love help dont kind training,neutral
 really used took time apart going get back together going move soon,happy
 think thatd really fun actually,neutral
 yeah,happy
 couldnt cooler,neutral
 okay fish something fish like swallow capistrano lemming throw cliff,happy
 take shoe,neutral
 larrys girl,neutral
 ive tried,neutral
 turn driving mad,neutral
 people,neutral
 one put tiny painted wooden snake bed,neutral
 checked craigs list stuff,neutral
 mean im surprised didnt ya knowgo get plane fly shinebut candle beach thats okay guess,happy
 right also youll read fine print agreement youll see bear responsibility lost luggage fifty dollar voucher,happy
 thank much wonderful day,neutral
 go away go away hate,sad
 tell,neutral
 really unfair bullshit,neutral
 oh burnt comb towel bathroom,sad
 oh interesting indeed child four child six child nine might splendid little debate intemperate tot,sad
 thats ive temporary thing,happy
 driving past knickerbocker liquor locker said let get champagne said time wasting something like,happy
 amanda listen listen,neutral
 well want breathe ear,neutral
 werent good spot,happy
 hell,neutral
 sort rule people dont die theyre older cause least expected,happy
 god dont get know first time came said best night life,happy
 interesting child four child six child nine,neutral
 would helpful feel like dont think power write three check actually see,sad
 many,neutral
 okay,happy
 cool,neutral
 well lot people get baggage lost dont want false claim anything like,happy
 ive asked already cant go back,sad
 far temperamental try control,neutral
 well try control darling,neutral
 yeah well tomorrow well,happy
 really,neutral
 ii think maybe try something else mean ii dont know growing thing ever wanted yet cant im physically able apparently mean,happy
 im twenty eight year old,happy
 asked annie yet,neutral
 listen listen indeed sick tired listening damn sadistic bully,sad
 know know know fine fine fine know,happy
 go ahead take take,neutral
 want breathe ear,neutral
 mean,happy
 werent good spot,happy
 funny darling dont brandy,sad
 matter fact real cause row peter burden,neutral
 far temperamental try control,neutral
 direct luggage san diego,neutral
 manager came found u rolling floor biting scratching like panther laughter,happy
 oh know,neutral
 instance one time itd raining several day kid came gave last pair dry sock put pocket thats little thing thats kind guy,happy
 chris,neutral
 close friend far,neutral
 want breathe ear,neutral
 dont know im one stay im one take care dont havei dont anybody else youre,happy
 yes nobody want juggler going im going dress like clown im going dress like freaking clown,happy
 well thats end letter think shes forgotten ill find well thrash dad right mom dont avoid,happy
 didnt see first time either,happy
 yeah,happy
 alright yes im sorry inconvenience well get taken care,happy
 hard lose someone way he he betterhes better,neutral
 oh quite rouser wasnt,sad
 nice positive,neutral
 well follow footstep know carry wanted,happy
 rather remember thing rather hope thing,happy
 father point view dead right take girl im saying go know go im saying dont know go see dont know,happy
 bye bye,neutral
 asked annie yet,neutral
 love okay,happy
 im gon na go fantastic day,happy
 youre best friend growing youre getting married thats amazing,happy
 yeah sure,happy
 bye,neutral
 still act like boy men take lot longer growi tell,happy
 shut,neutral
 amanda listen,neutral
 okay,happy
 one first one make feel important,happy
 wan na get married,happy
 didnt see first time either,happy
 horrible little thing,happy
 well thats end letter think shes forgotten ill find,happy
 dont dont know start,neutral
 ill get need job dont care,neutral
 ever come montgomery mean know call know call operator ill ill um,happy
 turn,neutral
 augie,neutral
 right thanks talking,happy
 werent good spot much better spot believe ive got good instinct thing,happy
 love,happy
 shut shut,neutral
 wanted get settled first,happy
 breathing thank,happy
 good,happy
 ah shall never forget face,happy
 survive survive babe know know could survive,happy
 last year youll also remember shoe got wet got sand panty got sore throat got big fight nothing didnt see grunions,happy
 garbage,neutral
 instance one time raining several day kid came gave last pair dry sock,happy
 turn,neutral
 well im sure maybe there phone work could use,happy
 listen listen indeed im sick tired listening damn sadistic bully,neutral
 go point dont know go,neutral
 youre quite insufferable expect youre drunk,happy
 oooh,sad
 really need develop uh clearer head,neutral
 laughter thats good idea think,happy
 okay youre going give inconvenience,happy
 pas little fish swim ocean flop around sand swim back die,happy
 yeah,happy
 might able bring splendid little debate intemperate tot,neutral
 shes gone,neutral
 wait minute ive got,neutral
 oh charles name wiggle beautifully,sad
 great im lucky man,happy
 car right driving past knickerbocker liquor locker,happy
 turn,neutral
 going get better promise got hang everyone mean know,happy
 laughter,neutral
 kid party oh come,sad
 laughter quit rouser wasnt,neutral
 hated,sad
 werent good spot much better spot,happy
 get married,happy
 go away go away hate,sad
 dont know ill find well trash dad right mom dont avoid,happy
 want get married,happy
 wanted get taken care first,happy
 hey cindy cindy look know fault whatever want,happy
 like larrys brother like chris,happy
 oh gee,sad
 want divorce,neutral
 yeah suppose going,happy
 yeah,happy
 well thats im dating someone who eighteen year old jesus think shes ready kid already,happy
 thank much bye,neutral
 know ive waiting forever cant believe finally happening,neutral
 yeah know threw window grand canal dont think ill ever forgive,happy
 basically anything woman,happy
 well lost,neutral
 stop stop hate,sad
 okay fish something fish like swallow capistrano lemming throw cliff there magic mystery little bit unexplainable,happy
 mother,neutral
 first time ever hit,happy
 hey let drive place huh let get,happy
 would rather remember thing id rather hope something,happy
 garbage,neutral
 thanks help,sad
 need people like,happy
 oh shut,sad
 dancing barefoot sand drinking champagne bottle,neutral
 love,happy
 wouldnt work like,happy
 oh never forget face oohrah laughter,neutral
 unfortunately sometimes,happy
 yeah im sure youre like hmm take baggage oh okay thanks great mean,happy
 amanda listen listen,neutral
 amusing indeed,neutral
 ill,neutral
 want divorce,neutral
 well know shell marry maybe feel like father,happy
 think moving going move together,happy
 used poetry party memorial day,neutral
 yeah im glad glad glad got,happy
 dont know every time reach something want pull back,happy
 going know told want color brown integral wedding um maybe green blue,happy
 thats incredible yeah congratulation,happy
 go mcdonalds,neutral
 give fifty dollar sort make compensate definitely let know show likely likely,happy
 right wonderful day call u anytime,happy
 dont come back,sad
 cant happen go want stay really bad cant there dont option,sad
 oh man,sad
 take time guy toss cause werent men,happy
 okay right got wanted like time okay problem listen want dance,happy
 turn,neutral
 got usc graduate party yeah,happy
 cant call cant make line dont work work another office,sad
 thanks,neutral
 want divorce,neutral
 least bit drunk,neutral
 ridiculous utterly utterly ridiculous,neutral
 vacation,neutral
 oh didnt hit hard,sad
 listen indeed im sick tired listening damn sadistic bully,neutral
 hate stop stop hate hear youre conceited overbearing utterly impossible,happy
 amusing,neutral
 mother,neutral
 yeah,happy
 last year remember distinctly said excited get dont remember stubbed toe car,happy
 men basketball oh well woman basketball,sad
 dont know every time reach something want pull back people suffer whole bloody life time time time,happy
 nothing nothing like,happy
 joe think knew loved,happy
 last year also remember shoe got wet got sand panty got big fight nothing got sore throat see grunions,happy
 amusing indeed,neutral
 uh,neutral
 trouble dont see enough woman never,sad
 call sprint call center uh know cool,happy
 go know go im telling dont know go,happy
 well feel like father know marry,happy
 wow feel like im going faint,happy
 terrible thing hated,neutral
 cant,sad
 well mean need make little bit minimum wage fry flipper,happy
 vacation,neutral
 hate,sad
 want like time right thats right,happy
 feel much better,neutral
 car right driving past knickerbocker liquor locker said let get champagne said time wasting something like right,happy
 come back,neutral
 ive got good instinct thing look whats thatno seaweed isnt,happy
 let drive somewhere want alone,neutral
 mmhmm,neutral
 thank,neutral
 new carpet poodle ice cream back rub suicide pact carla hell want,neutral
 send whatever operator know im done im done ive lost hope,happy
 dont see could lose job,sad
 first time hit,happy
 might get splendid little splendid little debate know intemperate tot,happy
 funny dear fact maybe better brandy,neutral
 demeaning clown talent clown dont talent,neutral
 many,neutral
 well thrash dad right mom dont avoid,neutral
 always weak head,neutral
 well sure could,neutral
 oh yeah course,neutral
 mixed many thing,happy
 vacation,neutral
 maybe ill kill,neutral
 yeah pretty good,happy
 last year also remember shoe got wet got sand panty got big fight sore throat see grunions,neutral
 going okay promise,happy
 remember row venice,neutral
 okay thanks,happy
 new carpet poodle ice cream backrub suicide pact carla hell want,neutral
 agree knew make happen would certainly help,sad
 there magic mystery little bit unexplainable mean dont see interested,neutral
 stop,neutral
 supposedoh one five people arent coming back,sad
 thatno thats seaweed isnt,happy
 cause listen im telling dont know go,happy
 party,neutral
 manager came found u rolling around floor biting scratching like panther,happy
 tell whats wrong mean even letter seemed ashamed,happy
 yeah yeah,happy
 thats offer mean stuff worth way fifty dollar,happy
 think good idea live together get married,happy
 amanda listen listen,neutral
 know threw window grand canal ill never forgive,happy
 oh didnt hit hard,sad
 right bye bye,happy
 im fast woman,happy
 well thats end letter seems like shes forgotten,happy
 youre acting like know youre one who going know shit really really,happy
 said let get champagne said time wasting something like,happy
 wellcani mean let knowi want want invitation,happy
 cantwhat come stop dont talking like,sad
 know oh man couldnt believe,neutral
 hate,sad
 honey cant anymore,sad
 eighteen,neutral
 refreshment lobby,neutral
 dont want talk anymore,sad
 youre vile tempered loose living wicked little beast hope never see long live,happy
 thats right want like time right,happy
 stop stop hate hear youre conceited overbearing utterly impossible,happy
 think told three minute liquor glass whole evening long child two get drunk,happy
 yes much younger,neutral
 go football game come,neutral
 dont know,neutral
 new carpet poodle ice cream back rub suicide pact carla hell want,neutral
 well look great day got college got asked date,neutral
 okay right problem totally understand okey um listen want dance,happy
 know im sick tire listening youre youre total sadistic bully,happy
 remember thinking finally finally im happy im supposed,happy
 nothing like,happy
 particular one,neutral
 long rile last,neutral
 think going get house,happy
 people suffer,neutral
 im tired listening youre boorish idiotic completely overbearing,happy
 dont see annie,sad
 amusing indeed,neutral
 wow alright well thanks uh good one,happy
 job concern concern getting luggage,happy
 im excited going great,happy
 well youve got start somewhere mean,happy
 trouble dont see enough woman never,sad
 mother,neutral
 umm yeah,happy
 yeah like flopping around like spawning mating something like highlight little fish life like life last orgy,happy
 kidding,neutral
 yeah know,happy
 understand baby im sorry mean try understand im im scared,happy
 im going go football game,happy
 manager came saw u rolling floor biting scratching one another laughter,neutral
 oh thanks think,sad
 oh dont know,sad
 dont look like youre going faint,happy
 well know appreciate coming talking mean definitely help,happy
 dont want remember something,neutral
 im blood,happy
 three year,neutral
 instance one time raining several day kid came gave last pair dry sock put pocket little thing thats kind guy,happy
 youre vile tempered loose living wicked little beast hope never see long live,happy
 peanut wow help lot,sad
 trouble dont see enough woman never,sad
 paint red yellow c face like get one big know number one hand thing,happy
 shouldve met,neutral
 stop stop hate hear youre overbearing conceited utterly impossible,happy
 well thatsthats im saying,happy
 look better turn dont want wake people upstairs,sad
 never told love,happy
 last time youll also remember got shoe wet got sand panty got sore throat got big fight see grunions,happy
 dont know every time reach something pull back afraid people suffer whole bloody life time time,happy
 funny dear youd better brandy,neutral
 trouble dont see enough woman,sad
 chris whats matter,neutral
 want,neutral
 chris even letter something ashamed,happy
 course courseyoull able part come help pick color,sad
 put pocket thats little thing kind guy,happy
 dont want house mean,neutral
 much sillier,neutral
 oh man great isnt wouldnt miss anything think right know youre interested think,happy
 whole entire bloody life time time,happy
 werent good spot,happy
 went intermittently day,neutral
 start somewhere worked way im going start bottom,happy
 gee,neutral
 weird,neutral
 mean youre helping need sue airline company,happy
 okay right,happy
 joking,neutral
 dont know start,neutral
 remember overseas command company,neutral
 well thats case thats end letter sound like forgotten ill find well thrash dad right mom dont avoid,happy
 need better security,neutral
 one put little wooden painted snake bed,neutral
 want something turn way supposed,happy
 well understand buy flight insurance,neutral
 law firm thank much,neutral
 sir customer satisfaction first goal go ahead take number address,neutral
 cant believe cant believe well im going ill wedding ill back,happy
 well yes guess ive ashamed going,happy
 getting sixteen dollar back fine honestly,happy
 leave,neutral
 understand know youve negative three year,happy
 long row last,neutral
 nothing like,happy
 forget forget forget way,happy
 didnt see first time either,happy
 much younger,neutral
 simple,happy
 laughter shall never forget face,happy
 bag concern,neutral
 well thats good answer dont answer anything think he coming back chris marry girl youre pronouncing dead happens father know dont,happy
 rushed head mean honestly,happy
 im fast woman,happy
 doesnt look good,happy
 want go get champagne,happy
 matter fact real cause row peter burden,neutral
 im fast woman,happy
 want something turn way supposed,happy
 im,happy
 greatesteveryone liked,happy
 la apartment fine,neutral
 feel,neutral
 id rather remember thing id rather hope thing,happy
 alright take care,happy
 every time reach something pull back people suffer whole entire life time time time,happy
 hope thing,happy
 take time guy toss cause werent men,happy
 good idea,happy
 ah man great wouldnt miss anything mean think know youre interested think minute,happy
 well youre considerate fellow there nothing wrong,happy
 ja funny,neutral
 didnt die killed mean exactly little selfish theyd today,happy
 like cantits like know like pinch like cant believe like im dealing know,happy
 good alright happy,happy
 dont know,neutral
 okay well fine wont wont argue,happy
 okay well could something put claimon complaint form want provide u information youre maybe turn well send right,happy
 right um,happy
 oh ridiculous utterly ridiculous,sad
 never,neutral
 need anna need,neutral
 oh worst one cannes,sad
 yeah much sillier,happy
 next week,neutral
 dont see annie,sad
 oh yes whole garbage,sad
 werent good spot much better spot ive got good instinct thing,happy
 well welcome human race think mind proposed four year road wed beach yelling fish,neutral
 want go somewhere let go,neutral
 know im leaving responsibility least get,happy
 end understand end,neutral
 went intermittently day,neutral
 werent good spot,happy
 oh nice,sad
 real,neutral
 wouldnt work like,happy
 yeah,happy
 right got course listen want dance,happy
 fifty dollar im going give bag really im concerned,happy
 last time died remember couldnt really stand umm,happy
 well tell whats wrong mean even letter there something ashamed,happy
 music amusing indeed,neutral
 ill find well thrash dad right mom dont avoid,neutral
 yeah sure,happy
 im fast woman,happy
 people upstairs photographer studio,neutral
 yeah,happy
 shes okay,happy
 better turn,neutral
 obviously thats true though mean youve done youve done work like know youve gotten people saying oh youre good like know,happy
 well welcome human race right think mind proposed think great fantasy going four year road wed come beach yell fish,happy
 oh charles name charles wriggle beautifully,sad
 yes,neutral
 well hand really tied,neutral
 hell,neutral
 dont see annie,sad
 cindy dont evenlook dont even cuz look cindy know dont care okay know im like another person call,happy
 never forget face laughter,happy
 good apartment breathing,happy
 justshe justwere good position got promoted assistant manager jack box,happy
 want something turn way supposed,happy
 youre considerate fellow nothing wrong,happy
 thanks thank dont luggage gave holiday inn stay peanut wow know,neutral
 end finally forever hear end,neutral
 loved much,happy
 take shoe,neutral
 youre vile tempered loose living wicked little beast hope never see long live,happy
 honestly think,neutral
 stop would go away mean youre conceited overbearing utterly impossible,happy
 im mean im sorry justtheyre still fish,happy
 uh huh,neutral
 werent good spot,happy
 want like time right thats right,happy
 work home realtor dont land line need phone dont one dont know youre helping,neutral
 well thats good itll great wedding youre willing compromise thing,happy
 better turn think,neutral
 contrary child two could get violently drunk one glass brandy,happy
 oh much younger,sad
 dont get mean first time came said best night life last year remember distinctly excited coming stubbed toe toe pushing door didnt even notice got car,happy
 getting married mr excited,happy
 ridiculous,neutral
 im sorry dont,neutral
 didnt see first time either,happy
 finally forever,neutral
 maybe one megaphone pompom,neutral
 mean cant see interested,neutral
 yeah,happy
 week youre giving week okay,happy
 dont see annie,sad
 youre going like,happy
 would know call harvard seedont connection dont like career center find stuff thats going,happy
 look dont look argue like,neutral
 mother,neutral
 yeah amusing let go im getting cant believe intended marry,happy
 im getting little weak knee,happy
 well youre going dont really option whats problem,happy
 want go get champagne,happy
 lost,neutral
 youre curling iron burnt hole dressing gown,happy
 thats right want like time right thats,happy
 well thats good answer dont answer anything havent seen since went war five year,happy
